y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
10.063496101576794,44.25908174194818,94.17865407654135,5.225805036880006,0.2533263108742609,0.2525125970765774,13.821538757194432,0.28537915629938315,0.041481770525528976,0.0,63.4173591131917,2.0735218670935334,10.0,9.0,44.0,0,0,0,0,1
74.39332198638584,77.76429353575173,400.43902395223824,5.794830975117354,0.11312130847090768,0.11310297503501797,25.455387651766795,0.5337717147437122,0.019882059649576195,0.0,569.6758038478306,3.8965909640252234,10.0,74.0,78.0,0,1,4,0,1
79.91305772140034,39.1097161009591,201.78345584627417,7.482909098415119,0.1774601975355166,0.1774611442655932,20.410831813170066,0.42457031825094776,0.04853134502630594,0.0,141.68337329303452,3.0845497248697042,10.0,80.0,39.0,0,2,10,0,1
81.33083224773517,97.54484819915274,158.03529406885696,6.808339621170576,0.19537361234556086,0.19530162416114577,17.59580175134806,0.3647274265740284,0.039099218207155464,0.0,100.8336895316016,2.6507696187380576,10.0,82.0,97.0,0,3,5,0,1
84.71451738852886,62.97741116352154,104.40590952362089,7.488278939163255,0.2404465632601591,0.24041667993178226,14.386388535486923,0.2971627034520213,0.03951174210247477,0.0,53.01621820293701,2.151167515218364,10.0,85.0,63.0,0,4,6,0,1
83.28124683328029,75.42926381862186,136.52168989011847,5.768383490910473,0.23399923556542135,0.23382211807824083,18.202383112306826,0.3775750943455514,0.0922494095934982,0.0,76.61009119317056,2.7448685483425157,10.0,84.0,75.0,0,5,7,0,1
87.8906917055154,49.31099633387652,144.2474087657884,5.185925482919125,0.20326683396471096,0.2032923316766828,16.82726320853373,0.3484619340536663,0.03809208176661157,0.0,97.1534261848714,2.5261755013774625,10.0,88.0,49.0,0,6,11,0,1
96.67717515675453,105.20437395267204,171.23283340333478,4.220300971486112,0.17915604857876855,0.1791387622108795,17.64278073165377,0.3656949661451102,0.027853337808767663,0.0,145.2306534453866,2.6527658780540992,10.0,97.0,105.0,0,7,109,0,1
97.22050341395618,72.498551958371,201.07386005461615,5.746411931553848,0.18142065190517354,0.1814809673746366,20.90245074075941,0.4351142877217933,0.058569176317820305,0.0,306.5912524166934,3.164996861392733,10.0,97.0,73.0,0,8,13,0,1
102.32526157917961,66.82396581618352,172.77015026258775,7.330246504971172,0.20938934987453023,0.20936465802365634,20.595865761789067,0.4285368095566751,0.0976506931877777,0.0,66.31634062125016,3.1149316670382285,10.0,102.0,67.0,0,9,14,0,1
106.31094111969801,84.45355785897375,113.80348643084187,6.102565677108852,0.26154661296824966,0.26163772824581255,17.21078614922875,0.3565713317551728,0.11468339617729016,0.0,55.66542695837581,2.587953440746908,10.0,106.0,85.0,0,10,15,0,1
106.76256999254517,42.92701568659381,9684.691582931699,-106.80831794473815,0.1902621830107263,0.1902484603978405,99.556296880473,17.315058988215107,3875.121779817705,1.0,247549.70127300607,157.8414954124214,10.0,107.0,43.0,0,11,50,0,1
112.34084518170484,75.55963879884705,206.83276066493596,4.027953479083131,0.1524864227218284,0.15254416004929702,18.002447524044612,0.37332353624283393,0.015911804806924883,0.0,329.1902518725282,2.711184192302718,10.0,112.0,75.0,0,12,16,0,1
