y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
11.188689805277036,116.48899935934509,293.4670239865796,4.509590184532126,0.15592701520232244,0.1559813009777493,25.82196540515568,0.5418240251238908,0.07626161835436183,0.0,333.76197638814637,3.9575314059063005,10.0,11.0,116.0,0,0,3,0,1
94.68492581256325,84.37995294329824,157.12810682624388,7.9817423710663435,0.31046363287885637,0.310638240907405,27.384982359480556,0.5763463038559442,1.5325990195156325,0.0,30.177060659976586,4.218889525648232,10.0,95.0,85.0,0,1,4,0,1
96.31101980062465,126.03766791116993,93.2434819863641,5.772592544509743,0.33049189821043495,0.33043634897628915,17.696002991895348,0.3668199371082407,0.3264082708663095,0.0,33.955315123545134,2.660751456413578,10.0,96.0,126.0,0,2,139,0,1
99.56858758221034,97.45303389827046,126.95265849579627,5.875106600187919,0.21311543963587248,0.2131629754868847,15.47751729746245,0.32005875585208526,0.03288245012806988,0.0,78.11169347790197,2.3212014323998207,10.0,100.0,98.0,0,3,5,0,1
100.1032715641723,32.29211935808115,148.8549759646052,7.2587341732816,0.17174214921895928,0.17176120820056967,14.6745110972479,0.3031982713670006,0.011148387818267122,0.0,146.9203732913547,2.195264465626884,10.0,100.0,32.0,0,4,10,0,1
103.42303888689767,110.01107923409909,99.12307297056795,5.629528860049876,0.25947723995117333,0.2594121011334749,14.80744629765603,0.30598653631069717,0.06022959031517066,0.0,54.90904263206187,2.2160716972250794,10.0,103.0,110.0,0,5,6,0,1
105.42492114104968,37.14555385088106,116.5780009962577,7.942278811476047,0.26083822081004554,0.26077162263654796,17.36494101664578,0.35982108486053377,0.11733890250526527,0.0,64.42682183610479,2.6101547663203015,10.0,105.0,37.0,0,6,11,0,1
109.00095379797871,140.04521401317425,76.88287136395117,4.507712686738741,0.2750617167519569,0.27506246082649,12.264955486932374,0.2528704559837112,0.035531651324412813,0.0,47.28618974865111,1.82819999893574,10.0,109.0,140.0,0,7,0,0,1
113.02347367646571,10.25830249794694,101.46256334939446,6.489364520312139,0.2531598159750862,0.25318557267604536,14.84178198288206,0.3067037057654705,0.05509554254485521,0.0,48.23474918888308,2.2206710194641968,10.0,113.0,10.0,0,8,1,0,1
116.5990976645765,115.52775551480879,121.75766437187932,7.253472338832185,0.21710478118606402,0.21712135018361436,15.343167103205339,0.31723331694696705,0.03415257143578772,0.0,73.85276950363432,2.299745551714291,10.0,117.0,116.0,0,9,62,0,1
119.83904702199696,57.11483149624853,182.39277211755257,6.471529338419594,0.2004245688014646,0.20042077776494704,20.894086614444443,0.43491913055115294,0.086898218049128,0.0,113.98481076299905,3.161073127277604,10.0,120.0,57.0,0,10,12,0,1
92.58475023984772,65.9030968495093,134.2687014965415,8.059493242333945,0.20006000152116798,0.20000759926343797,15.466434642521635,0.3198161107284154,0.025387889478474104,0.0,145.59775996545306,2.3172108688507556,10.0,93.0,66.0,0,11,7,0,1
120.80283908674157,83.76654157432488,212.61743168402452,5.805825130242263,0.14968360048457857,0.14968696114126073,18.203890953575495,0.37757795813378586,0.015413451049979751,0.0,365.9703141136497,2.7395203477206462,10.0,121.0,84.0,0,12,48,0,1
128.5891194307905,105.95057607082539,259.5726815608647,4.976352503814542,0.13011969314791208,0.1300854177349949,19.25404833635597,0.3998936036486523,0.01105978011487098,0.0,439.21287084597583,2.9042181802444342,10.0,129.0,106.0,0,13,63,0,1
