y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
14.578028787300632,62.17418548452683,58.237774366291966,3.454918144091867,0.3581758400355281,0.3581084890473425,12.210855374632889,0.2517478498786082,0.10043506914928906,0.0,32.69555747364233,1.8211030174717016,10.0,15.0,62.0,0,0,35,0,1
126.44473600175672,58.76824825216831,122.88857250666801,3.7574415585543277,0.198453542111797,0.1984051726190619,14.094894193877378,0.2910663050051558,0.01689323581091458,0.0,105.49877157232548,2.1078212918827104,10.0,126.0,59.0,0,1,2,0,1
122.59078329272067,71.88444972421918,106.92334860376113,3.7384150054713716,0.22916738269952214,0.22911098720698642,14.10726515705882,0.2913232952283175,0.030132545375469444,0.0,90.41095011627553,2.109236780123106,10.0,123.0,72.0,0,2,3,0,1
120.0593882774506,22.55042498482424,57.27362468577187,2.573626250978344,0.2921786470153802,0.2923335908356949,9.702186954024475,0.1996703932407275,0.01766614908302912,0.0,56.332815629161395,1.4435343538103313,10.0,120.0,22.0,0,3,15,0,1
112.99120580009144,58.68191608141573,185.58780151348637,2.4423869739443873,0.1582363780375296,0.15826028443346044,16.850253730044287,0.34894681657250676,0.014067132959878497,0.0,292.34911399952097,2.5296771853099917,10.0,113.0,59.0,0,4,4,0,1
108.27873046296448,34.211763784181485,172.0034416571669,1.9448690581054642,0.15094567024141153,0.15093820926444662,14.959153834487486,0.30916643145297273,0.007188969233918254,0.0,294.9699300014822,2.238997504266406,10.0,108.0,34.0,0,5,27,0,1
107.02420728489497,54.48857483137738,139.24273924928056,2.976464289513912,0.16240325882680015,0.16246788182049288,12.986546818553848,0.2679131774905341,0.005449907940435953,0.0,138.8170568458522,1.9390523026003141,10.0,107.0,54.0,0,6,5,0,1
91.21397319618107,86.2047056899521,75.96293194844866,4.026584896312549,0.3000799740997713,0.30007685192864386,13.186959864568232,0.27209102577066463,0.06745611503786128,0.0,36.97270661421668,1.96853195882411,10.0,91.0,86.0,0,7,6,0,1
86.70703840221353,56.84194665948701,286.10802405940143,2.1393301552516517,0.11908445014654516,0.11907354388647294,19.455583383279038,0.40418264605019627,0.008094941297347355,0.0,910.5680658745177,2.935215906635775,10.0,87.0,57.0,0,8,37,0,1
84.13140984455245,18.633904807670074,99.07586679549325,2.8922121768229445,0.2156704443647539,0.2157109011355648,12.327140953763696,0.2541683474227389,0.013724131917530816,0.0,144.26409080324356,1.8385064989340192,10.0,84.0,19.0,0,9,7,0,1
