y,x,I0,bg,y_err,x_err,I0_err,bg_err,H_det,error_flag,snr,rmse,n_iter,y_detect,x_detect,frame,loc_idx,trajectory,subproblem_n_traj,subproblem_n_locs
12.692197274531487,154.72600173295112,106.37235720376188,3.3628706136246302,0.17743000102790477,0.1772813469468993,10.886635722162136,0.22422899603101581,0.0038136994044372756,0.0,152.07898386480142,1.6231243363492174,10.0,12.0,155.0,0,0,4,0,1
114.07581970880034,54.7087103896171,125.56068741405267,4.146778943971324,0.2326031238514886,0.23212309547608226,16.683039305589876,0.3454556459722246,0.06316501958483692,0.0,146.35038993223856,2.5113794395331905,10.0,115.0,55.0,0,1,6,0,1
111.82557698658451,44.48405219480461,153.16543181628725,3.422648122195644,0.27151376759242074,0.27161054945854607,23.85775425571634,0.49890076925979615,0.5056384546701708,0.0,39.0125000245438,3.637525175594243,10.0,112.0,44.0,0,2,7,0,1
109.51502267054973,81.8137089189523,93.67646217664492,5.623675027463231,0.32741404765807797,0.3273085166361662,17.61177431616633,0.365043738289757,0.30856790649243593,0.0,48.743887746913316,2.64892468162065,10.0,110.0,82.0,0,3,21,0,1
110.78289487299841,14.061588037309434,422.2070129197823,0.26604496191921756,0.1624061777227045,0.162172033465673,43.500054036773896,0.9573079212655555,0.831342129733429,0.0,1340.585167015454,7.163066750861536,10.0,110.0,14.0,0,4,39,0,1
106.20187674753635,71.09483378153912,102.71410466962004,4.763531872506813,0.2117568032710884,0.21174739700929626,12.472568424506516,0.2571950900950452,0.013357239143213222,0.0,89.69237456196662,1.8599092907659303,10.0,106.0,71.0,0,5,0,0,1
103.68021028554612,44.174149326547415,129.01505749400167,4.201364503440783,0.27377194357088486,0.27353121925202467,20.23823769491286,0.42090950570383223,0.265900346989262,0.0,42.761089625726314,3.0623373028227934,10.0,103.0,44.0,0,6,8,0,1
91.63998757140628,118.56881393684894,90.71302105305702,6.958107621642889,0.29127044691969456,0.2913855993680577,15.262012218712659,0.3155314232793558,0.10840742147574857,0.0,35.71624192100747,2.287760653149879,10.0,92.0,118.0,0,7,1,0,1
90.57075001928398,40.329824640661705,128.67180048294802,3.1650245013776064,0.18493016292140674,0.18485263301641705,13.684226954935736,0.28248446637028857,0.011314050255029339,0.0,141.115396021951,2.0465047455882446,10.0,90.0,40.0,0,8,9,0,1
86.88280022213769,59.207287780297804,187.84644311657016,3.00828781256636,0.1735530482444908,0.17356026986739356,18.80749574292259,0.3903893138174507,0.03180690250361271,0.0,303.10415599222733,2.83330488785518,10.0,87.0,59.0,0,9,147,0,1
72.91413186411212,118.76518361510567,113.34353541769781,6.560882660458034,0.2464594309807981,0.24647824298808418,16.488184863859342,0.34130997877817126,0.07577298044379328,0.0,71.10223430977062,2.4734668839011746,10.0,73.0,119.0,0,10,2,0,1
69.78573120568731,88.80812748720616,79.31418639589342,6.210859323723515,0.3770700627333141,0.3770640802193214,17.214994653308622,0.35664731881911016,0.4945689141223875,0.0,28.11299595692113,2.5859241036758323,10.0,70.0,89.0,0,11,31,0,1
106.67788060990263,54.8035270234235,151.71892427541107,4.6063952000783335,0.18019731450244816,0.18004658013956684,15.743763947093743,0.32565573319339247,0.01797422409908455,0.0,121.95518304561152,2.362350067846117,10.0,106.0,55.0,0,12,10,0,1
64.10480702288143,140.27677659231824,253.4495764847008,6.6006502528586495,0.13091367450774127,0.13092644528318095,18.98892118587083,0.39424779311216723,0.010711495498926573,0.0,271.8214478431942,2.8619327695316175,10.0,64.0,140.0,0,13,11,0,1
64.54997015637122,128.86071237554162,204.10104599927354,7.456818875062211,0.2182138986001284,0.21814891861286426,25.197786297050513,0.5281291816740432,0.2639075787841264,0.0,91.9671844627725,3.854613029829082,10.0,65.0,129.0,0,14,12,0,1
22.89734889668142,159.25362757401544,187.8491620174313,3.7793567523754605,0.15164698809638397,0.15165893137176303,16.363811328790153,0.3386897902609723,0.010533439593476145,0.0,250.94289686712867,2.454398036777295,10.0,23.0,159.0,0,15,5,0,1
25.35904905928374,92.81269691172182,96.72683634248685,3.562094685550571,0.24142157868535374,0.24138302827822508,13.64934109684399,0.2817483466335068,0.03248408567583697,0.0,67.48825413852327,2.039337602752096,10.0,25.0,93.0,0,16,15,0,1
38.00590009892768,165.92674008834908,135.42054475720013,4.623631640349168,0.24873847574776703,0.2487406883568769,19.48022522028685,0.40470237470630976,0.15481515469275225,0.0,58.613908692408,2.9381093246539125,10.0,38.0,166.0,0,17,50,0,1
45.19157389901857,51.45295708597628,101.13170631952326,4.56822417488359,0.23386714531528727,0.23397123940671402,13.640986955790657,0.28157800535800576,0.028598906395826008,0.0,60.500101889153456,2.039158534071754,10.0,45.0,52.0,0,18,206,0,1
32.31632559746857,66.71355207277888,118.95845370009278,3.3641925089305014,0.21882539379260849,0.21903143276681974,15.277874034880375,0.31587230430485425,0.03477119166351289,0.0,191.68059502272118,2.2919723958997773,10.0,32.0,66.0,0,19,60,0,1
